Timestamp,Volume_(Currency),High,Low,Weighted_Price,Open,Volume_(BTC),Close
2017-01-02 01:00:00,212269.32005193,997.71,990.52,995.2384965153337,996.17,213.41196949000002,997.71
2017-01-02 02:00:00,253465.75391058004,1002.0,997.39,998.3472365073334,997.7,253.78521723999995,1002.0
2017-01-02 03:00:00,440522.54448323,1011.78,1000.01,1007.1019206916666,1002.0,437.37277351000006,1009.63
2017-01-02 04:00:00,193284.15633753003,1010.7,1005.43,1008.3382794183331,1009.63,191.69368991999994,1009.62
2017-01-02 05:00:00,342607.79127658,1012.0,1000.0,1006.3231726016662,1009.2,340.48495649,1003.64
2017-01-02 06:00:00,191918.21979570002,1010.99,1002.92,1006.9748384283333,1002.94,190.49711814000003,1009.65
2017-01-02 07:00:00,185902.26555851992,1012.25,1007.35,1010.3825393550002,1009.8,183.95580197999996,1012.25
2017-01-02 08:00:00,109815.71813960004,1013.0,1009.33,1011.291304711667,1012.01,108.59326182,1012.03
2017-01-02 09:00:00,130445.94571643,1015.0,1005.7,1012.3345575083335,1012.03,128.86737369000002,1015.0
2017-01-02 10:00:00,201681.74039172995,1019.1,1010.65,1015.1274556016665,1015.0,198.68850232999998,1015.79
2017-01-02 11:00:00,154081.18209026003,1024.95,1015.43,1020.8191461550002,1015.52,150.89358060999996,1024.84
2017-01-02 12:00:00,117189.16867571043,1025.0,1021.7,1024.4378719950005,1024.84,114.39532445000002,1024.99
2017-01-02 13:00:00,233164.5737608,1025.0,1005.3,1019.6793151733337,1024.99,229.18611285000003,1018.16
2017-01-02 14:00:00,181024.37553308997,1024.54,1011.34,1019.7655910583337,1018.0,177.61662773,1024.31
2017-01-02 15:00:00,696591.14829233,1028.0,1015.05,1023.2832483083332,1024.31,680.8335123200001,1026.98
2017-01-02 16:00:00,436991.3296142,1034.39,1023.2,1029.0512522083334,1026.98,424.81495234999994,1029.95
2017-01-02 17:00:00,377065.15506950003,1030.0,1015.81,1025.8188612116667,1029.76,367.93084243999994,1021.88
2017-01-02 18:00:00,331117.8400212501,1029.0,1018.0,1022.9031723266669,1021.87,323.71659910999983,1018.41
2017-01-02 19:00:00,920527.8182682499,1019.58,997.2,1013.4894704266667,1018.26,912.9349678799999,1001.01
2017-01-02 20:00:00,958600.9122665001,1014.0,991.69,1002.5538176581668,1001.02,957.6434548200002,1012.98
2017-01-02 21:00:00,317201.4479964099,1017.79,1006.6,1012.2660278133334,1012.99,313.2191982300001,1012.2
2017-01-02 22:00:00,264796.47435562,1019.67,1011.31,1015.2213761099998,1012.2,260.83055649999994,1013.8
2017-01-02 23:00:00,329463.36981620005,1019.99,1011.45,1015.8863771216669,1015.05,324.43375779,1011.45
2017-01-03 00:00:00,314081.54168744,1023.3,1009.29,1016.080406725,1011.52,309.1948254299999,1020.74
2017-01-03 01:00:00,249824.76672488192,1022.99,1012.61,1018.5137760250002,1020.84,245.28669924999997,1019.01
2017-01-03 02:00:00,173442.5807931041,1023.0,1012.9,1018.2838207783335,1019.05,170.4643537300001,1022.97
2017-01-03 03:00:00,437255.77122051094,1029.85,1016.65,1022.3731293299995,1022.97,427.775619,1024.09
2017-01-03 04:00:00,304065.26170436,1024.1,1017.42,1021.597727168333,1023.95,297.67770405,1022.36
2017-01-03 05:00:00,336290.47529877006,1027.93,1015.03,1022.0644705666668,1021.86,328.9287066099999,1018.8
2017-01-03 06:00:00,312550.2585475599,1024.47,1011.5,1019.3776037999999,1018.65,306.65314221,1013.16
2017-01-03 07:00:00,223856.22482817006,1019.37,1006.71,1013.8216536516667,1013.07,220.80761629000006,1019.37
2017-01-03 08:00:00,173228.83047258004,1019.8,1012.0,1016.0863109966667,1019.37,170.57153443000004,1012.02
2017-01-03 09:00:00,253974.98767010996,1019.3,1010.0,1013.3001101366666,1012.03,250.69242392000004,1010.97
2017-01-03 10:00:00,249759.7867562901,1016.99,1009.08,1013.109994401667,1011.04,246.61663713999997,1014.94
2017-01-03 11:00:00,265267.81575427,1023.95,1014.48,1019.0500820283335,1014.94,260.29336257,1019.82
2017-01-03 12:00:00,264327.83271060896,1025.75,1017.0,1020.0229778750003,1019.96,259.03286912000004,1018.8
2017-01-03 13:00:00,235878.91500511992,1020.0,1013.5,1017.1233781200002,1018.94,231.91681849999998,1015.0
2017-01-03 14:00:00,306097.09545704006,1019.0,1013.26,1015.34925845,1016.37,301.33257491,1014.34
2017-01-03 15:00:00,380495.12127295,1019.78,1010.3,1014.916573228333,1013.65,374.64436865999994,1016.97
2017-01-03 16:00:00,306130.34242292197,1018.56,1015.78,1017.441900696667,1016.97,300.93214865999994,1017.86
2017-01-03 17:00:00,330437.94190095476,1019.99,1016.8,1018.2908510699999,1017.79,324.45404130000003,1019.97
2017-01-03 18:00:00,453945.19486467005,1026.43,1018.76,1022.7497706083335,1019.98,443.8064887900001,1023.96
2017-01-03 19:00:00,589840.3924121,1024.0,1014.0,1020.3461004966671,1023.96,578.41649064,1018.25
2017-01-03 20:00:00,499652.47745852,1027.83,1018.25,1023.0526837699999,1018.25,488.16965091000003,1025.82
2017-01-03 21:00:00,579254.5938911,1028.51,1020.0,1025.2853205583333,1026.04,565.0143834399997,1024.46
2017-01-03 22:00:00,580161.7177242498,1032.0,1022.86,1026.0889255550003,1024.33,564.7643729099999,1028.54
2017-01-03 23:00:00,1098791.8994720997,1036.99,1018.18,1031.4197248283328,1027.85,1066.22868745,1020.67
2017-01-04 00:00:00,741974.9595267003,1039.33,1018.0,1032.5052881333336,1020.69,720.7400120000008,1036.55
2017-01-04 01:00:00,230395.068505706,1040.0,1036.77,1039.0302601733338,1036.78,221.68618250000006,1038.99
2017-01-04 02:00:00,821258.8934509496,1047.99,1038.99,1042.7029002016664,1038.99,787.3962495000001,1041.57
2017-01-04 03:00:00,676121.5516820002,1047.82,1041.19,1045.6420855449999,1041.4,646.3843911300002,1046.74
2017-01-04 04:00:00,747772.0349775302,1054.97,1045.05,1048.693509543333,1046.41,712.3928365200002,1048.23
2017-01-04 05:00:00,978443.14717453,1065.0,1047.25,1057.0466359966665,1048.21,924.6925452099996,1062.96
2017-01-04 06:00:00,360947.86215878,1063.0,1055.65,1060.8412930333334,1062.85,340.17872441000003,1062.53
2017-01-04 07:00:00,288524.64353365987,1065.0,1061.74,1064.4652087883335,1062.53,271.12024239000004,1062.92
2017-01-04 08:00:00,210308.15843694998,1065.0,1057.85,1061.8446433266665,1062.87,198.05831654000005,1060.01
2017-01-04 09:00:00,236924.604549001,1070.0,1058.09,1065.3249107349998,1060.0,222.55594913,1070.0
2017-01-04 10:00:00,319852.74167683703,1079.99,1069.99,1072.9923193199998,1070.0,298.0680324300001,1079.99
2017-01-04 11:00:00,466134.47934911,1090.0,1075.18,1084.1554290699999,1079.99,429.92595744,1084.62
2017-01-04 12:00:00,521631.62609039,1096.68,1075.15,1091.134866205,1084.63,477.7245932799999,1094.91
2017-01-04 13:00:00,816307.9118535001,1095.71,1080.01,1092.808863225,1094.75,748.8486192999999,1094.99
2017-01-04 14:00:00,900639.2805294099,1095.66,1065.0,1087.255646835,1094.99,829.34273309,1089.41
2017-01-04 15:00:00,666314.6782349998,1094.49,1085.51,1090.466386685,1089.41,611.1272897599998,1087.64
2017-01-04 16:00:00,897173.0487046001,1107.75,1087.1,1096.5196209716664,1087.72,817.2413136099997,1103.58
2017-01-04 17:00:00,1454306.0086806999,1138.0,1100.01,1121.7247197233335,1103.58,1297.1588128800001,1137.0
2017-01-04 18:00:00,959439.1652176998,1147.0,1131.09,1138.677794631666,1136.63,842.3598417999998,1139.01
2017-01-04 19:00:00,967151.6058999103,1139.5,1110.01,1125.762181198333,1139.01,860.8555076,1124.62
2017-01-04 20:00:00,1416457.2428040323,1136.5,1090.01,1123.6164536566669,1123.67,1265.7498134200002,1090.04
2017-01-04 21:00:00,1330695.8210595,1110.0,1067.0,1095.950080345,1092.41,1216.1121371300003,1090.72
2017-01-04 22:00:00,828650.8700640001,1136.14,1090.5,1114.1395753766665,1090.71,743.1629940899999,1136.1
2017-01-04 23:00:00,914873.2272325996,1143.89,1120.34,1134.2377247250004,1135.01,806.8628948800001,1130.3
2017-01-05 00:00:00,1251389.8596538105,1134.88,1080.0,1121.0955140933331,1131.1,1125.1284814500002,1090.57
2017-01-05 01:00:00,804184.9904749749,1125.0,1076.12,1105.4201609,1090.89,733.7797713200001,1120.32
2017-01-05 02:00:00,253065.83846975208,1126.5,1110.0,1121.7268524183332,1121.21,225.48969811,1126.5
2017-01-05 03:00:00,453367.8345039,1139.9,1125.86,1136.9381839649998,1126.5,399.1499896700001,1139.89
2017-01-05 04:00:00,358109.62655644596,1146.77,1139.01,1143.3532558316672,1139.88,313.3683038199999,1146.77
2017-01-05 05:00:00,705133.0980868001,1175.0,1146.77,1160.4629169399996,1146.77,606.73695199,1163.01
2017-01-05 06:00:00,779580.7388234396,1174.9,1150.0,1159.8545140149997,1163.01,670.4451424400002,1157.89
2017-01-05 07:00:00,750805.06480542,1172.13,1153.39,1160.3054882916667,1157.89,645.33124432,1167.4
2017-01-05 08:00:00,1002165.0618756799,1168.99,1131.05,1149.0692565916665,1167.37,873.2339926799996,1141.01
2017-01-05 09:00:00,1596979.8778328702,1141.01,1035.52,1098.953541935,1141.01,1464.65087406,1074.33
2017-01-05 10:00:00,629939.4392381902,1114.17,1070.0,1095.4817537666668,1074.32,574.8290011999999,1092.91
2017-01-05 11:00:00,311735.1857764901,1116.4,1089.82,1098.4910205749998,1092.88,283.2947810200001,1100.99
2017-01-05 12:00:00,1664242.5301247502,1100.8,965.0,1057.4052671903337,1100.8,1620.9785637,981.22
2017-01-05 13:00:00,2300708.3195146993,1000.0,880.0,952.4997261450003,980.96,2444.95363108,970.0
2017-01-05 14:00:00,1308428.9409051996,972.99,940.06,957.1114985516666,964.01,1366.6407596399997,960.0
2017-01-05 15:00:00,759296.3674031601,1004.93,951.94,976.9152392848333,960.0,780.8947149100001,995.49
2017-01-05 16:00:00,1301653.2751492914,1008.9,946.51,981.6294246718332,995.49,1327.55553822,966.82
2017-01-05 17:00:00,770449.9397691003,977.0,958.55,969.6987702476666,965.64,793.8933418899998,976.97
2017-01-05 18:00:00,684348.3313260999,999.0,967.01,986.2853277989996,976.95,693.6792171900001,994.34
2017-01-05 19:00:00,696651.8228803001,996.45,955.77,976.5052450073334,994.34,714.7033033,970.22
2017-01-05 20:00:00,504677.88345823,980.71,960.0,972.3467843321664,970.0,519.18865054,974.98
2017-01-05 21:00:00,488970.08031421,975.0,961.84,968.1895933664998,974.97,505.8003221600003,969.87
2017-01-05 22:00:00,1073785.7284435998,1017.78,969.88,988.5001505768331,969.88,1085.3894579299997,1015.09
2017-01-05 23:00:00,710592.971533402,1023.48,982.0,1004.7457401253331,1015.0,706.84888515,1007.0
2017-01-06 00:00:00,356397.31927145994,1027.59,1000.5,1012.4238530566665,1007.0,351.61415625999996,1023.8
2017-01-06 01:00:00,402530.8492244999,1033.85,1017.75,1025.86835195,1024.25,392.51403469999974,1020.43
2017-01-06 02:00:00,901347.26455928,1023.0,960.1,1000.1890979936665,1020.72,908.3411557,962.19
2017-01-06 03:00:00,444412.37296372,986.98,960.1,975.2509354743329,962.18,457.21690028000006,982.0
2017-01-06 04:00:00,217018.50738178997,984.4,974.28,980.5981958795,981.99,221.24919921999998,975.8
2017-01-06 05:00:00,332499.0697338499,988.5,970.9,984.2526377273336,975.98,337.76142316999994,982.38
2017-01-06 06:00:00,206935.65727748,987.36,972.58,981.472197301333,984.03,210.90488636,983.47
2017-01-06 07:00:00,205356.10433712995,988.5,981.28,984.3647138811667,983.31,208.52231412,983.06
2017-01-06 08:00:00,484294.10073243995,985.37,955.0,962.3668340499996,984.38,501.8807201300001,960.44
2017-01-06 09:00:00,1082315.85514411,969.14,904.71,946.9799181920001,960.5,1158.3201196299997,933.26
2017-01-06 10:00:00,517440.72260587005,944.18,910.0,928.3866027573335,933.26,558.7494109799999,926.61
2017-01-06 11:00:00,984216.1704604002,929.04,876.0,900.0449543628332,926.61,1101.96369171,894.93
2017-01-06 12:00:00,665865.9908181999,900.95,875.01,889.0632578680002,894.94,749.1779857399998,892.0
2017-01-06 13:00:00,745146.3801062797,913.07,885.87,900.5174148866665,892.0,828.84644287,906.0
2017-01-06 14:00:00,658491.2679958001,911.17,882.26,900.2133068129996,904.7,732.0901563100002,909.32
2017-01-06 15:00:00,640245.0830915,922.79,905.0,915.5838231823332,909.35,700.1103448200003,917.13
2017-01-06 16:00:00,626558.67897419,919.99,895.63,913.4996499758334,917.02,686.9717054800001,905.68
2017-01-06 17:00:00,446776.7823512999,917.24,901.91,910.655172758167,903.1,490.92446182000003,916.08
2017-01-06 18:00:00,883303.8125499699,916.26,880.46,899.1524859673333,916.1,985.2970567000002,884.84
2017-01-06 19:00:00,577999.1147643002,908.03,881.61,893.9634810691665,884.98,646.7438891400001,893.52
2017-01-06 20:00:00,486439.35945008014,893.63,880.0,886.5292789568332,893.53,549.3945115600002,885.96
2017-01-06 21:00:00,555432.6910421599,911.14,885.0,899.5829173736669,886.13,616.90324413,899.47
2017-01-06 22:00:00,435072.4335207701,899.69,885.1,892.1710702603336,899.69,488.16993778000005,887.87
2017-01-06 23:00:00,418262.544362,897.32,881.0,890.7918030251664,890.1,469.9917325,895.71
2017-01-07 00:00:00,246932.63639132003,905.0,892.11,897.7971429221668,895.78,274.76671047,894.1
2017-01-07 01:00:00,484183.0717127499,905.21,878.0,895.7043100728334,894.1,543.25989843,878.0
2017-01-07 02:00:00,1954423.1154127002,879.0,802.07,849.0963570714997,878.0,2313.54516919,853.89
2017-01-07 03:00:00,704265.9543273001,857.43,815.36,837.9488096118333,853.84,843.5949113900001,836.75
2017-01-07 04:00:00,722894.1221906303,845.85,818.09,836.1901510094999,836.76,866.6124897000002,845.83
2017-01-07 05:00:00,422275.33069901995,868.09,831.36,848.6668443326666,845.84,496.82288212000003,831.36
2017-01-07 06:00:00,237151.37773272992,858.24,835.01,849.1473605316668,835.01,279.9853468899999,851.59
2017-01-07 07:00:00,193333.73676673003,853.07,835.21,843.5237634440001,849.55,229.24098515000006,843.0
2017-01-07 08:00:00,314479.1163102499,846.72,822.46,835.7272425723335,844.26,377.54042593,822.46
2017-01-07 09:00:00,297390.361072522,900.0,822.66,847.156152412,826.38,346.4494804,897.51
2017-01-07 10:00:00,206231.10436742,897.51,875.52,881.1429184563332,897.51,233.94434340000004,885.0
2017-01-07 11:00:00,117675.26689191,885.8,876.0,882.5339177488331,885.0,133.24202751,879.26
2017-01-07 12:00:00,270650.456157925,898.11,879.0,891.7752134533332,879.26,304.89162982,888.81
2017-01-07 13:00:00,231616.3071314,889.8,860.21,876.8324003738334,888.81,264.86688944,880.36
2017-01-07 14:00:00,211687.26791963997,896.84,872.85,886.1270159248331,880.46,238.03097052000007,896.84
2017-01-07 15:00:00,257079.72107216998,896.84,889.0,891.0600509601663,896.84,288.55597079,891.99
2017-01-07 16:00:00,778223.3389589002,908.22,891.98,901.3965435866667,891.99,863.8831849400004,900.0
2017-01-07 17:00:00,311887.04963426,905.99,899.99,903.5638055476664,900.0,345.15859582999997,905.98
2017-01-07 18:00:00,451355.86182432994,910.0,885.9,900.4260095183331,905.98,501.88325186999987,899.2
2017-01-07 19:00:00,233851.38104814,904.99,895.0,902.724115280167,899.21,259.3343067499999,897.04
2017-01-07 20:00:00,200370.89833478,903.91,895.0,900.2385123184995,897.79,222.62633114999997,900.62
2017-01-07 21:00:00,264133.42337872006,900.83,895.0,898.3998863715,900.09,294.2934450299999,897.79
2017-01-07 22:00:00,305220.05533695,910.0,897.78,902.6988707558335,897.79,338.0137931199999,903.45
2017-01-07 23:00:00,324969.12729199004,909.0,899.16,904.0950061443334,903.44,359.3355477700001,909.0
2017-01-08 00:00:00,237495.41215918006,910.0,899.16,906.9628306396669,908.99,262.20655486000004,901.38
2017-01-08 01:00:00,151637.86175127,905.99,901.0,905.1311346988331,902.57,167.63743850999998,905.99
2017-01-08 02:00:00,371728.59073173994,930.0,903.99,915.6961933184996,905.99,405.7233168299999,929.99
2017-01-08 03:00:00,320425.9657175601,932.23,920.07,928.7565050926664,929.98,345.3095979600001,932.19
2017-01-08 04:00:00,321093.0692146101,948.0,927.95,938.8350632354997,932.16,341.4401575399999,947.98
2017-01-08 05:00:00,413809.6788947099,953.8,931.65,945.7596081988336,947.98,437.60418574000016,944.2
2017-01-08 06:00:00,183157.42917060998,952.59,938.84,945.3795752253334,942.52,193.71489463999993,947.87
2017-01-08 07:00:00,250123.78911204002,948.2,914.57,943.2587132398329,947.75,267.11417832999996,929.95
2017-01-08 08:00:00,134498.83481645002,938.97,927.78,934.0834366619996,929.95,144.09576772,936.23
2017-01-08 09:00:00,66439.32645567902,943.26,934.38,938.715384966333,936.22,70.79760409000004,936.99
2017-01-08 10:00:00,91237.38977942496,939.26,930.99,936.4793480915001,937.64,97.43933918999998,937.89
2017-01-08 11:00:00,85480.10669149201,940.05,913.18,933.4938719488332,937.89,92.35607284999999,915.09
2017-01-08 12:00:00,82833.36631960301,924.31,914.14,921.5773510203336,915.09,89.91719547,918.89
2017-01-08 13:00:00,156310.70783488994,943.84,916.24,928.5570680345,918.88,167.61298690000007,927.52
2017-01-08 14:00:00,210789.39850233,933.73,922.4,928.9825089903334,927.51,227.05550720000002,927.99
2017-01-08 15:00:00,249649.32730359,928.99,906.5,915.670147603,927.99,272.67573665,918.6
2017-01-08 16:00:00,228452.11146114994,918.57,905.0,912.7813093851669,918.0,250.65434566,907.69
2017-01-08 17:00:00,362387.69722642004,914.0,899.5,906.6000068083335,908.07,399.4964650500001,914.0
2017-01-08 18:00:00,124632.25122692001,917.95,913.51,915.6907063066667,914.0,136.07530884,914.06
2017-01-08 19:00:00,138224.50832185004,915.0,908.99,913.0603176811669,914.06,151.46855996,913.69
2017-01-08 20:00:00,195028.80780898,917.99,910.0,915.3291738878335,913.0,213.08036249000003,917.99
2017-01-08 21:00:00,166069.23977985996,923.84,917.8,920.2115629840002,917.99,180.4659034,919.78
2017-01-08 22:00:00,169990.79001161,923.53,915.01,919.6444387383336,919.88,184.84429928999998,919.99
2017-01-08 23:00:00,322312.5299644301,923.33,911.0,918.1502738055002,919.98,350.9318449400001,923.33
2017-01-09 00:00:00,331196.80743447994,923.58,901.0,912.8392799610003,922.04,363.96378081000006,904.01
2017-01-09 01:00:00,429461.89247946994,908.43,887.8,897.5845024566665,904.0,479.5198483900001,891.14
2017-01-09 02:00:00,284604.2688662102,904.41,887.73,896.9536854586665,891.1,317.11183503999996,898.99
2017-01-09 03:00:00,131656.46337339006,899.0,894.47,898.526258699,899.0,146.52712631,898.84
2017-01-09 04:00:00,194390.30045203998,898.99,887.51,894.5533820216666,898.79,217.47507738000004,898.92
2017-01-09 05:00:00,217907.75863925004,901.22,896.66,898.9956799126666,898.83,242.39189060999993,901.02
2017-01-09 06:00:00,83623.31636693,901.98,898.99,900.8918167698332,901.02,92.81427565,899.21
2017-01-09 07:00:00,114928.65741001598,899.37,889.0,896.0430854526668,899.21,128.32806736999996,891.77
2017-01-09 08:00:00,154846.75871879002,896.0,890.0,893.2910200578334,891.79,173.56620784000006,896.0
2017-01-09 09:00:00,101326.13395173001,896.0,886.42,889.8981341808333,896.0,113.87800740000003,890.09
2017-01-09 10:00:00,383326.80667485,908.05,889.02,899.2448753426663,889.09,425.07378166999996,906.72
2017-01-09 11:00:00,121528.00347971,908.04,903.38,906.8273807168333,906.72,134.02856393999997,908.0
2017-01-09 12:00:00,123403.08980060004,908.0,904.56,907.3633706811669,908.0,135.97693124999998,905.12
2017-01-09 13:00:00,167994.13056900402,907.96,901.0,906.5477490829999,905.41,185.51497993,903.5
2017-01-09 14:00:00,140624.21422971,906.83,901.01,903.7774437866669,903.5,155.6497849399999,903.01
2017-01-09 15:00:00,202556.26712722005,904.0,901.36,903.0397838251666,903.25,224.36483336999996,901.59
2017-01-09 16:00:00,351245.03095132986,902.49,892.14,896.6363742353332,901.28,391.35820064,893.91
2017-01-09 17:00:00,201296.33765651996,896.0,890.42,894.7486991718332,893.02,225.06575369000012,894.91
2017-01-09 18:00:00,284070.0918274401,895.98,890.01,893.2164009759998,894.91,318.17739923000005,894.0
2017-01-09 19:00:00,233983.02425063006,895.0,892.96,894.5597891318333,893.99,261.5726136300001,895.0
2017-01-09 20:00:00,246817.1725894,899.54,894.99,897.8517722595002,894.99,274.93541439999996,897.35
2017-01-09 21:00:00,181288.88589240005,902.0,897.02,900.0028887315001,898.98,201.4084073799999,902.0
2017-01-09 22:00:00,253543.21101767998,903.95,897.92,900.5108959713336,901.99,281.58024689999996,903.95
2017-01-09 23:00:00,430131.61411815,906.96,894.41,903.160112104167,903.43,477.74613123,902.66
2017-01-10 00:00:00,242173.75352639996,905.99,900.66,903.7071855741666,902.66,267.93512119999997,905.99
2017-01-10 01:00:00,326316.16743530985,913.99,905.98,910.6611812278334,905.98,358.40672397,910.52
2017-01-10 02:00:00,131436.39394814402,911.8,910.0,910.8120725758341,910.32,144.29692749999998,911.8
2017-01-10 03:00:00,333133.2436536009,912.0,903.15,908.5398861246666,911.08,366.64055127999995,906.95
2017-01-10 04:00:00,246973.59077916996,907.56,900.99,904.3282334671668,906.92,273.14743805,903.51
2017-01-10 05:00:00,173008.04249486004,905.7,900.01,903.2023451818332,903.87,191.65083963000004,900.42
2017-01-10 06:00:00,128172.62332244992,907.55,900.0,903.2402350344998,900.97,141.86507459000003,903.13
2017-01-10 07:00:00,132952.573602281,906.96,900.15,903.7762079331665,903.14,147.15906174999998,904.03
2017-01-10 08:00:00,128182.06518835804,909.01,904.02,908.2014236195002,904.02,141.12385365,908.97
2017-01-10 09:00:00,131911.76013792996,915.0,908.97,911.6320230251665,909.0,144.57526627000001,914.21
2017-01-10 10:00:00,161168.69561984803,915.1,912.93,914.7964723148331,914.61,176.18329381,914.95
2017-01-10 11:00:00,111922.03537671703,915.1,904.02,911.2621285811667,915.1,122.89031505000003,908.94
2017-01-10 12:00:00,131869.4910628,912.17,905.14,908.7978287894999,908.94,145.10822317999998,910.99
2017-01-10 13:00:00,163511.09369795007,913.13,907.52,910.7689227536664,910.61,179.5435113000001,909.09
2017-01-10 14:00:00,341426.4077684999,910.88,900.31,905.115384868,909.09,377.02057443999996,902.2
2017-01-10 15:00:00,310247.64673806005,904.85,900.35,902.9017038465001,901.93,343.6728818,902.82
2017-01-10 16:00:00,321545.87615896994,904.99,901.74,903.9371734596668,903.82,355.7413968099999,904.51
2017-01-10 17:00:00,405120.2284703601,904.9,899.4,903.1656211446666,903.85,448.86736579000006,904.85
2017-01-10 18:00:00,462284.5550159801,904.99,899.01,903.129448499,904.85,512.0606702900001,904.49
2017-01-10 19:00:00,363833.6144625001,905.2,901.26,903.4153056158333,903.77,402.66128375000005,902.08
2017-01-10 20:00:00,594664.2720338899,906.8,902.1,904.9255853820002,902.1,656.97514115,906.69
2017-01-10 21:00:00,475162.5862343094,912.0,906.68,908.9298723035001,906.69,522.82358157,910.8
2017-01-10 22:00:00,409919.1582365053,911.67,904.66,909.4997034100002,909.71,450.96323747999986,907.26
2017-01-10 23:00:00,523774.595734064,910.17,902.1,907.0101849678334,907.43,577.5410730199999,907.0
2017-01-11 00:00:00,538298.1325847299,909.6,899.1,907.4193644051667,906.81,594.59538852,906.02
2017-01-11 01:00:00,366849.428715836,912.0,905.79,910.0313425541667,906.99,403.21426548,911.4
2017-01-11 02:00:00,294690.5346183399,914.99,908.14,912.8118213938335,911.45,322.9364922799999,911.86
2017-01-11 03:00:00,174369.32911956002,912.87,909.59,911.4688325798335,912.1,191.32145480000005,912.45
2017-01-11 04:00:00,140166.03493267,913.0,910.57,912.6283520776668,912.45,153.61462023999997,912.97
2017-01-11 05:00:00,346084.8790615999,921.0,912.85,919.2444609596664,912.95,377.2259698899999,920.94
2017-01-11 06:00:00,264188.01097180555,923.98,915.79,921.3378022329999,921.0,286.65969618,916.0
2017-01-11 07:00:00,196001.05979005006,917.58,914.0,916.0471521336666,916.0,213.97169326000005,916.22
2017-01-11 08:00:00,125830.46047731403,918.0,914.51,916.4870984126666,916.06,137.30247275999994,917.7
2017-01-11 09:00:00,1886387.0947926305,917.7,850.0,882.061979225,917.64,2147.429490820001,869.9
2017-01-11 10:00:00,497503.71884846006,880.1,861.01,873.0482923061667,869.9,570.2097537000001,872.86
2017-01-11 11:00:00,931520.3654301498,874.97,835.0,856.8745581246668,872.81,1094.3296682500002,846.92
2017-01-11 12:00:00,1586730.07186725,846.88,788.88,819.1745216365,846.88,1942.5362552300003,815.76
2017-01-11 13:00:00,1198742.2052335497,828.0,792.58,814.6510120911668,815.76,1476.2097128000003,822.04
2017-01-11 14:00:00,927995.9628524699,825.66,800.0,812.4033628398336,822.01,1142.4549541200001,811.96
2017-01-11 15:00:00,750223.59386774,824.64,802.8,807.8187477294999,811.91,926.6870010899997,805.02
2017-01-11 16:00:00,961353.8521397002,818.64,801.01,807.1504188453331,805.5,1191.3045822000001,816.03
2017-01-11 17:00:00,1695514.2559815806,815.0,765.0,784.1787356373331,815.0,2164.10655514,770.75
